Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
70,5h,Hybrid,06/24/2024 20:17:47,107.4,5.3,14.5,2656,-2278,3499,139.5,170.4,-25.5,13.6,26.8,,,,,,,,,,,
71,5h,Hybrid,06/24/2024 20:18:16,111.8,-5.9,8.5,1365,-3812,4049,84.1,121.7,-40.2,3.8,11.8,,,,,,,,,,,
72,5h,Hybrid,06/24/2024 20:18:33,114.1,3.2,17,2315,-1068,2549,176.6,207.6,-24,21.8,32.8,,,,,,,,,,,
73,5h,Hybrid,06/24/2024 20:18:43,120.8,-4,11.6,2155,-3007,3699,140.9,152.2,-50.2,10.6,21.6,,,,,,,,,,,
74,5h,Hybrid,06/24/2024 20:19:00,98.4,6.5,16.4,1301,-358,1349,136.1,173.8,7.6,12.9,24,,,,,,,,,,,
75,5h,Hybrid,06/24/2024 20:19:24,118.6,-4.9,5.8,3430,-1906,3924,133.5,167.8,-44,6.1,14.9,,,,,,,,,,,
76,5h,Hybrid,06/24/2024 20:19:39,85,12.5,20,1716,-169,1724,110.8,141.2,26.6,12.9,27.9,,,,,,,,,,,
77,5h,Hybrid,06/24/2024 20:19:53,109.6,6.4,9.2,3566,-1639,3925,136.1,166.5,-8,9.3,20.9,,,,,,,,,,,
78,5h,Hybrid,06/24/2024 20:20:10,105.1,4.8,16.3,1770,-1174,2124,144.4,179.7,-16.9,14.6,26.6,,,,,,,,,,,
79,3w,FW,06/24/2024 20:21:14,129.7,-5,14.5,1419,-1300,1924,192.1,203.4,-60.5,18,26.1,,,,,,,,,,,
80,3w,FW,06/24/2024 20:22:03,107.4,4,25.7,5039,1379,5224,154,173.7,30.1,34.7,47.7,,,,,,,,,,,
81,3w,FW,06/24/2024 20:22:23,107.4,9.3,30.9,6662,1591,6849,142.3,158.4,40.4,41.2,52.5,,,,,,,,,,,
82,3w,FW,06/24/2024 20:22:45,120.8,2.6,21.4,3174,34,3174,197.6,223.8,7.9,37,43.9,,,,,,,,,,,
83,3w,FW,06/24/2024 20:23:13,127.5,1.2,18.6,3046,149,3050,212.9,240.6,6.7,35.7,42,,,,,,,,,,,
84,3w,FW,06/24/2024 20:24:28,127.5,12,23.2,4768,2426,5350,184.1,190.1,79.7,41.3,50,,,,,,,,,,,
85,3w,FW,06/24/2024 20:24:46,127.5,2.2,14.5,4063,1814,4450,187.3,211.6,46.8,25.5,38.3,,,,,,,,,,,
86,3w,FW,06/24/2024 20:25:04,116.3,7.2,25,5145,224,5150,170.9,191,24.8,40.4,48.8,,,,,,,,,,,
87,3w,FW,06/24/2024 20:25:34,134.2,0.2,19.7,4351,1242,4525,208.1,230.9,30.7,42.5,47.6,,,,,,,,,,,
88,3w,FW,06/24/2024 20:25:53,132,2,18,2537,-249,2549,225.8,256.4,-6.2,35,39.9,,,,,,,,,,,
89,3w,FW,06/24/2024 20:26:25,91.7,-0.8,45.3,6423,-140,6425,102.4,115.4,-6,45.2,58.7,,,,,,,,,,,
90,3w,FW,06/24/2024 20:26:42,136.5,2.6,19.4,3656,937,3774,219,244.1,38.6,42.5,46.3,,,,,,,,,,,
91,3w,FW,06/24/2024 20:27:28,134.2,-10.1,2.7,966,342,1025,65.2,140.5,-21.8,0.8,3,,,,,,,,,,,
92,3w,FW,06/24/2024 20:27:42,96.2,0.3,14.1,584,338,675,104,149.8,8.9,7.3,16.9,,,,,,,,,,,
93,3w,FW,06/24/2024 20:28:29,125.3,12.5,0,1241,3299,3525,4.2,156.9,36.3,0,0,,,,,,,,,,,
94,3w,FW,06/24/2024 20:28:45,123,-2.1,22.6,4435,-363,4450,188.8,211.5,-20.8,40.9,47.3,,,,,,,,,,,
95,3w,FW,06/24/2024 20:29:07,127.5,3.7,18.4,6360,2923,7000,179,193.3,52.3,34.4,46.6,,,,,,,,,,,
96,Dr,Driver,06/24/2024 20:30:07,125.3,-5,14,3816,250,3824,192.5,218.2,-15.8,25.2,36.6,,,,,,,,,,,
97,Dr,Driver,06/24/2024 20:30:38,127.5,-4,8.9,4534,1031,4650,181.6,207,4.3,17,30.2,,,,,,,,,,,
98,Dr,Driver,06/24/2024 20:32:30,123,1.1,19.9,3554,931,3674,190.8,215.9,26.6,33.9,43.3,,,,,,,,,,,
99,Dr,Driver,06/24/2024 20:32:57,127.5,-7.4,20.2,3473,113,3475,206.9,232.8,-30.8,39.1,44.6,,,,,,,,,,,
100,Dr,Driver,06/24/2024 20:34:03,123,-1.8,18,983,-1198,1550,186.6,212.7,-55.2,20.3,28.1,,,,,,,,,,,
101,Dr,Driver,06/24/2024 20:34:39,132,2.6,19.4,3749,874,3850,210.1,234.8,33.8,39.9,45.6,,,,,,,,,,,
102,Dr,Driver,06/24/2024 20:35:07,136.5,3.5,7.8,4905,1200,5050,196.7,221.1,37.3,19,32.2,,,,,,,,,,,
103,Dr,Driver,06/24/2024 20:35:27,145.4,-2.4,16.2,5589,1239,5725,218.6,239.3,16.1,43.3,47.9,,,,,,,,,,,
104,Dr,Driver,06/24/2024 20:35:54,143.2,-7.4,19.5,5624,1311,5775,210.8,231,-4.1,48,50,,,,,,,,,,,
105,Dr,Driver,06/24/2024 20:36:35,138.7,-3.4,14.2,6954,1661,7150,200,218.4,12.9,35.8,45.8,,,,,,,,,,,
106,Dr,Driver,06/24/2024 20:37:07,147.6,-6.5,11.1,3798,103,3799,237.1,263.5,-30.5,30.4,38.3,,,,,,,,,,,
107,Dr,Driver,06/24/2024 20:37:32,143.2,-11.3,14.7,2550,-507,2600,247.5,256,-74.4,33.3,37.7,,,,,,,,,,,
108,Dr,Driver,06/24/2024 20:38:19,134.2,-6.6,12.7,4083,582,4124,210.6,235.4,-14.4,28.3,38.2,,,,,,,,,,,
109,Dr,Driver,06/24/2024 20:38:37,127.5,-9,20.9,2971,-2032,3599,195.4,202.5,-82.2,34.2,43,,,,,,,,,,,
110,Dr,Driver,06/24/2024 20:39:00,136.5,-0.7,20.8,4189,715,4250,213.6,236.9,14.3,46.2,48.3,,,,,,,,,,,
111,Dr,Driver,06/24/2024 20:39:16,145.4,-11.9,13.6,1974,-1319,2374,237.1,247.1,-104.1,25.5,31.8,,,,,,,,,,,
112,Dr,Driver,06/24/2024 20:39:43,143.2,-5.3,16.8,4085,976,4200,227.6,252,4.1,41.8,45.8,,,,,,,,,,,
113,Dr,Driver,06/24/2024 20:40:36,132,3.5,18,4809,1840,5149,195.5,217.3,50.9,36,45.7,,,,,,,,,,,
114,Dr,Driver,06/24/2024 20:40:51,134.2,-7,19.1,3108,-2185,3799,206.8,213.8,-83.5,34.7,42.8,,,,,,,,,,,
115,Dr,Driver,06/24/2024 20:41:41,138.7,-5.3,14.2,5683,1489,5875,206.3,227.1,7.5,34.8,44.5,,,,,,,,,,,
