Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
16,GW,Wedge,07/10/2024 02:33:01,76.1,1.1,24.5,7015,1241,7124,89.6,99.7,5.9,14.9,38,,,,,,,,,,,
17,GW,Wedge,07/10/2024 02:33:17,82.8,4.8,29,8866,775,8900,101.7,109.5,11,23.1,46.2,,,,,,,,,,,
18,GW,Wedge,07/10/2024 02:33:31,82.8,3.4,29.3,8695,713,8724,101.3,109.2,8,23.1,46.3,,,,,,,,,,,
19,GW,Wedge,07/10/2024 02:33:48,71.6,7.3,41.2,2724,526,2774,86.3,99.1,15.6,25.5,51.2,,,,,,,,,,,
20,GW,Wedge,07/10/2024 02:34:04,69.3,9.2,43.2,2641,216,2650,83,95.3,15.6,26.2,52.6,,,,,,,,,,,
21,GW,Wedge,07/10/2024 02:34:22,73.8,11.7,40.2,2974,958,3124,89.3,101.8,26.9,26,51.1,,,,,,,,,,,
22,GW,Wedge,07/10/2024 02:35:06,69.3,1.4,41.7,2649,57,2650,82.2,94.6,1.3,24.2,50.9,,,,,,,,,,,
23,GW,Wedge,07/10/2024 02:35:22,76.1,1.2,24.8,9134,1456,9249,90.3,98.2,5.8,15.9,40,,,,,,,,,,,
24,SW,Wedge,07/10/2024 02:36:04,73.8,6.3,36.6,8993,343,9000,82.9,89.2,9.4,23.4,50.4,,,,,,,,,,,
25,SW,Wedge,07/10/2024 02:36:25,69.3,10,45.9,3289,487,3325,76,86.4,16.6,26.7,55,,,,,,,,,,,
26,SW,Wedge,07/10/2024 02:36:38,71.6,6.7,30.9,10629,2174,10849,81.4,86.9,14.8,18.6,46.2,,,,,,,,,,,
27,SW,Wedge,07/10/2024 02:36:57,69.3,8,44.3,3860,833,3949,75.7,85.8,14.8,25.3,54,,,,,,,,,,,
28,SW,Wedge,07/10/2024 02:38:01,60.4,9.5,49,2424,-25,2424,63.5,73.5,11,23.1,55.7,,,,,,,,,,,
29,6i,Iron,07/10/2024 02:39:03,102.9,2.3,22.2,4084,358,4100,147.8,164.1,9.8,26.4,41.7,,,,,,,,,,,
30,6i,Iron,07/10/2024 02:39:18,94,5.7,21.2,2659,291,2675,136.7,155.2,19,19.9,35.6,,,,,,,,,,,
31,6i,Iron,07/10/2024 02:39:39,105.1,1.8,19.7,3070,-168,3075,157.4,176.1,0.5,23.6,37.4,,,,,,,,,,,
32,6i,Iron,07/10/2024 02:39:58,96.2,5.5,19.6,3070,167,3075,139,157.6,16.1,19.5,35,,,,,,,,,,,
33,6i,Iron,07/10/2024 02:40:12,111.8,1.3,19.9,5341,945,5424,159.2,173.7,15,28.9,43.4,,,,,,,,,,,
34,6i,Iron,07/10/2024 02:40:41,102.9,3.3,18.7,5114,790,5175,142.2,156.8,16.5,21.9,38.8,,,,,,,,,,,
35,6i,Iron,07/10/2024 02:40:55,105.1,-3,15.9,4416,-983,4524,149.3,165.4,-25.6,19.3,34.7,,,,,,,,,,,
36,6i,Iron,07/10/2024 02:41:11,96.2,3.5,21,3372,-128,3374,135.3,152.7,5.5,20.4,36.8,,,,,,,,,,,
37,6i,Iron,07/10/2024 02:41:26,114.1,-2.4,18.5,4422,-680,4474,167.3,183,-23.2,27.3,40.5,,,,,,,,,,,
