Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
39,5h,Hybrid,06/03/2024 07:01:28,102.9,9.2,22.4,2314,409,2350,157.8,176.9,40.2,26.7,40.5,,,,,,,,,,,
40,5h,Hybrid,06/03/2024 07:02:01,123,-2.8,18.1,2260,-878,2425,195.1,216.3,-45,29,39.5,,,,,,,,,,,
41,5h,Hybrid,06/03/2024 07:02:20,127.5,6.9,21.5,2316,395,2349,214.2,234.3,46.9,40.9,45.7,,,,,,,,,,,
42,5h,Hybrid,06/03/2024 07:02:41,120.8,4.5,19.8,5068,-249,5074,172.6,186,9.7,35.7,48,,,,,,,,,,,
43,5h,Hybrid,06/03/2024 07:03:01,111.8,12,26.8,1839,201,1850,187,207.5,52.1,39.6,46.2,,,,,,,,,,,
44,5h,Hybrid,06/03/2024 07:04:22,116.3,4.2,22.4,3236,300,3250,176.7,193.5,22.9,35.9,46.8,,,,,,,,,,,
45,5h,Hybrid,06/03/2024 07:04:43,123,-6.9,26.8,2620,-986,2799,190.7,208.3,-60.6,46.8,51.2,,,,,,,,,,,
46,5h,Hybrid,06/03/2024 07:06:36,118.6,-0.3,16.8,3394,-1869,3875,170.3,186.7,-43.7,25.3,40.3,,,,,,,,,,,
47,Dr,Driver,06/03/2024 07:07:36,136.5,0.5,18,3883,361,3900,211.6,227.4,14,42.6,48.5,,,,,,,,,,,
48,Dr,Driver,06/03/2024 07:08:57,134.2,-1.6,18,3474,-1033,3624,209,226,-41.4,39.3,47.1,,,,,,,,,,,
49,Dr,Driver,06/03/2024 07:09:19,127.5,-7.7,14.3,4321,497,4349,189.1,204.6,-15.2,29.3,42.7,,,,,,,,,,,
50,Dr,Driver,06/03/2024 07:10:08,127.5,1.9,25.8,2519,529,2574,204.8,222.7,30.2,49,50.6,,,,,,,,,,,
51,Dr,Driver,06/03/2024 07:10:34,127.5,-4,20,3415,-489,3450,197.7,214.7,-30.9,39.3,47.4,,,,,,,,,,,
52,Dr,Driver,06/03/2024 07:11:47,118.6,-10.7,14.5,1232,-211,1250,182.8,212.6,-49.6,16.5,24.8,,,,,,,,,,,
53,Dr,Driver,06/03/2024 07:12:12,123,-1.8,27.3,304,-218,374,208.1,247.6,-14.7,30.6,34.1,,,,,,,,,,,
54,Dr,Driver,06/03/2024 07:13:46,120.8,-1,19.7,4163,1343,4374,174.9,189.9,27.3,33.7,46.8,,,,,,,,,,,
55,Dr,Driver,06/03/2024 07:14:24,136.5,-1.1,14.7,1912,-1976,2750,197,212.5,-67.7,22.5,33.5,,,,,,,,,,,
56,Dr,Driver,06/03/2024 07:14:40,132,-1.7,12.8,1262,-898,1549,191.8,223.8,-46.8,15.7,23.7,,,,,,,,,,,
57,Dr,Driver,06/03/2024 07:15:48,129.7,6.6,28.6,2248,347,2275,215,234.2,44.6,57.9,52.8,,,,,,,,,,,
58,Dr,Driver,06/03/2024 07:16:08,129.7,1.3,26.9,1886,494,1950,222.5,243.5,34,52.1,49.9,,,,,,,,,,,
59,Dr,Driver,06/03/2024 07:16:32,125.3,5.7,28.6,1217,522,1324,223.7,248,60.8,48.3,47.1,,,,,,,,,,,
60,Dr,Driver,06/03/2024 07:17:14,132,2.3,23.9,2893,575,2950,209.3,226.6,32.4,49.3,50.7,,,,,,,,,,,
61,Dr,Driver,06/03/2024 07:17:45,136.5,-1.7,19.6,3391,240,3399,215.2,231.1,2,44.7,48.8,,,,,,,,,,,
62,Dr,Driver,06/03/2024 07:19:18,127.5,-0.6,26.3,2367,524,2424,210.5,229.4,22,51.1,50.8,,,,,,,,,,,
63,Dr,Driver,06/03/2024 07:19:50,123,4.8,26.8,2455,586,2524,199.4,217.7,42.5,48.9,50.9,,,,,,,,,,,
64,Dr,Driver,06/03/2024 07:21:32,125.3,2.4,24.7,3996,1290,4199,181.7,196.2,41,45.8,52.4,,,,,,,,,,,
65,5w,FW,06/03/2024 07:22:39,123,-2.2,28.7,3021,415,3049,188.1,204.4,6.2,52.9,53.6,,,,,,,,,,,
66,5w,FW,06/03/2024 07:23:39,116.3,2,28.1,2055,282,2074,188,207.6,19.5,44.1,49,,,,,,,,,,,
67,5w,FW,06/03/2024 07:24:18,125.3,5.3,18.1,2525,0,2525,205.9,226.1,21.2,33.2,41.8,,,,,,,,,,,
68,5w,FW,06/03/2024 07:24:54,123,0.4,16.6,2996,147,3000,195.1,214.1,6.5,29.9,41.1,,,,,,,,,,,
69,5w,FW,06/03/2024 07:25:56,127.5,0.2,16,3436,985,3574,192.4,210.2,30.2,30.1,42.2,,,,,,,,,,,
70,5w,FW,06/03/2024 07:26:17,125.3,-1.7,16,3105,-868,3224,195.5,214.2,-34.9,29.5,41.1,,,,,,,,,,,
71,5w,FW,06/03/2024 07:26:41,118.6,7.6,35,2272,490,2324,181.2,198.6,45.7,59.6,56.1,,,,,,,,,,,
72,5w,FW,06/03/2024 07:27:08,132,-4.2,7.3,2365,206,2374,191.9,217.4,-8.6,12.3,21.9,,,,,,,,,,,
73,5w,FW,06/03/2024 07:28:00,127.5,1.8,18.7,2853,519,2900,202.2,221.4,26.4,35.1,44,,,,,,,,,,,
74,5w,FW,06/03/2024 07:28:17,125.3,2.2,18,2019,154,2025,210.5,233.3,16.6,30.8,38.8,,,,,,,,,,,
75,5w,FW,06/03/2024 07:28:36,134.2,-0.5,13.8,4156,-756,4224,201.4,217.4,-23.2,31.5,43.4,,,,,,,,,,,
76,5w,FW,06/03/2024 07:28:56,125.3,2.1,13.7,4788,1603,5049,177.1,191,39.1,25.9,41.5,,,,,,,,,,,
77,3w,FW,06/03/2024 07:30:14,125.3,2,24.9,3442,476,3475,191,206.7,22.2,47.6,51.7,,,,,,,,,,,
78,3w,FW,06/03/2024 07:30:33,129.7,3.4,16.3,2584,587,2650,208.7,229.2,37.6,30.8,40.3,,,,,,,,,,,
79,3w,FW,06/03/2024 07:31:09,136.5,-2.5,8.9,2869,785,2974,203.1,224.4,17.5,18.1,29.8,,,,,,,,,,,
80,3w,FW,06/03/2024 07:32:01,129.7,7.2,18.9,1730,494,1799,225.7,249.5,59.7,33.8,39.3,,,,,,,,,,,
81,3w,FW,06/03/2024 07:33:15,127.5,3.5,16.2,2901,760,2999,199.5,218.2,39.9,29.9,40.8,,,,,,,,,,,
82,3w,FW,06/03/2024 07:34:08,132,3.2,20.5,3574,-58,3574,204,222.3,10.5,43.6,49.1,,,,,,,,,,,
83,3w,FW,06/03/2024 07:36:18,129.7,0.7,24.2,2312,420,2350,217.6,237.3,23.4,48.2,49,,,,,,,,,,,
84,3w,FW,06/03/2024 07:37:12,134.2,5.7,26.4,2069,484,2125,228,248.5,52.1,54.9,50.7,,,,,,,,,,,
85,3w,FW,06/03/2024 07:37:27,138.7,2.4,15.8,2635,783,2749,225.1,245.1,45,34.2,41.9,,,,,,,,,,,
86,3w,FW,06/03/2024 07:37:57,129.7,1.2,25.5,3624,59,3624,197.6,213.5,6.6,53.2,53.2,,,,,,,,,,,
87,Dr,Driver,06/03/2024 07:40:19,118.6,8.3,27.6,2135,624,2224,193.7,213,57.4,45.9,49.5,,,,,,,,,,,
88,Dr,Driver,06/03/2024 07:40:37,125.3,2.1,26.6,3202,895,3325,191,206.9,36.8,50.1,52.8,,,,,,,,,,,
89,Dr,Driver,06/03/2024 07:41:57,129.7,10.5,29,1559,218,1574,229.6,251.7,60.6,55.6,50,,,,,,,,,,,
90,Dr,Driver,06/03/2024 07:42:23,129.7,3.3,23.6,2090,684,2199,217.9,238.1,48.4,44.9,47.4,,,,,,,,,,,
91,Dr,Driver,06/03/2024 07:43:09,138.7,0.7,19.6,3297,125,3299,223,234.7,7.7,47,49.2,,,,,,,,,,,
92,Dr,Driver,06/03/2024 07:44:37,125.3,7.5,28.2,1675,286,1699,219.6,241.4,49,51.9,49.5,,,,,,,,,,,
