Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
96,3w,FW,05/31/2024 00:54:38,138.7,3.2,19.9,4213,1079,4349,207.6,222.5,47.8,47.5,51.2,,,,,,,,,,,
97,3w,FW,05/31/2024 00:55:39,136.5,-0.6,16,4324,47,4324,205.3,220.8,1.7,38.3,47.2,,,,,,,,,,,
98,3w,FW,05/31/2024 00:56:58,132,-3.9,14.5,1285,-1498,1974,186.3,196.8,-59.2,17.9,27.5,,,,,,,,,,,
99,4h,Hybrid,05/31/2024 00:57:48,125.3,-1.5,6.9,3904,-600,3950,172.5,190.7,-15.9,13.5,26.9,,,,,,,,,,,
100,4h,Hybrid,05/31/2024 00:58:27,118.6,6.1,24,5045,-220,5050,168,180.7,17.3,42.3,51.9,,,,,,,,,,,
101,5h,Hybrid,05/31/2024 00:59:08,111.8,-2.3,18.7,2236,-721,2349,173.5,193.7,-29.4,25,37.7,,,,,,,,,,,
102,5h,Hybrid,05/31/2024 00:59:25,111.8,1.1,19.2,2789,-444,2824,170.7,189.3,-6.9,27.2,40.6,,,,,,,,,,,
103,5h,Hybrid,05/31/2024 00:59:42,107.4,3,20.3,2836,468,2874,163.1,180.4,24.3,26.9,41.2,,,,,,,,,,,
104,5h,Hybrid,05/31/2024 01:00:04,116.3,-7.2,11,4111,727,4175,163.5,179.6,-6,17.5,33.1,,,,,,,,,,,
105,5h,Hybrid,05/31/2024 01:00:24,111.8,-1.8,30.2,5112,-1078,5224,150,161.5,-21.1,46.3,55.3,,,,,,,,,,,
106,Dr,Driver,05/31/2024 01:01:17,143.2,3,18.2,3984,348,3999,220.6,236.1,27.8,47.4,50,,,,,,,,,,,
107,Dr,Driver,05/31/2024 01:01:44,138.7,-1.6,19.4,4170,1146,4325,205.9,220.7,31.1,45.5,50.5,,,,,,,,,,,
108,Dr,Driver,05/31/2024 01:02:12,143.2,3.4,19.1,6180,1662,6400,196.3,208,50.2,49,53.6,,,,,,,,,,,
109,Dr,Driver,05/31/2024 01:02:37,138.7,3.9,20.5,5797,1897,6099,192.1,196.3,53,48.7,53.8,,,,,,,,,,,
110,Dr,Driver,05/31/2024 01:03:31,132,1,13.6,5978,2065,6325,180.4,193.4,43.1,29.9,45.3,,,,,,,,,,,
111,Dr,Driver,05/31/2024 01:04:26,143.2,1.7,18.7,5417,593,5449,204.5,217.4,24.5,49.2,52.6,,,,,,,,,,,
112,Dr,Driver,05/31/2024 01:05:01,127.5,-2.3,15.4,6059,2280,6474,175.5,187.6,33.8,31.6,46.8,,,,,,,,,,,
113,Dr,Driver,05/31/2024 01:05:24,127.5,1.9,21.4,4831,1552,5074,181.9,195.1,43.2,42.5,51.5,,,,,,,,,,,
114,Dr,Driver,05/31/2024 01:05:50,120.8,-8.4,16.2,1895,-713,2025,193,201.7,-52.8,23.8,34.1,,,,,,,,,,,
115,Dr,Driver,05/31/2024 01:06:14,136.5,1.5,20.5,5093,1045,5199,193.9,207,33.4,46.9,52.4,,,,,,,,,,,
116,Dr,Driver,05/31/2024 01:06:41,127.5,3,16.3,4716,1658,4999,182.4,196.7,48.9,32.2,45.8,,,,,,,,,,,
117,Dr,Driver,05/31/2024 01:07:54,118.6,-5.9,14.8,4298,1051,4425,172.4,187.2,5.3,25.4,40.8,,,,,,,,,,,
118,3w,FW,05/31/2024 01:08:47,129.7,-10,5.8,1533,608,1649,150.4,186.9,-12.9,5.4,10.9,,,,,,,,,,,
119,3w,FW,05/31/2024 01:09:06,138.7,-2.1,14,2890,-444,2924,223,242.7,-24.7,31.8,40.7,,,,,,,,,,,
120,3w,FW,05/31/2024 01:10:06,136.5,3.4,20.6,3385,-1295,3624,208.5,225.1,-28.4,44.9,50,,,,,,,,,,,
121,3w,FW,05/31/2024 01:10:34,136.5,3.4,21.5,3715,509,3750,209.7,225.7,33.8,49.5,51.5,,,,,,,,,,,
