Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
1,SW,Wedge,04/23/2025 04:02:46,64.9,-1.5,33.5,5846,-1233,5975,71.7,75.2,-6.1,16.9,46.7,,,,,,,,,,,
2,SW,Wedge,04/23/2025 04:03:00,67.1,0.1,33.3,4957,-1299,5124,74.1,77.7,-4.9,17.1,46.4,,,,,,,,,,,
3,SW,Wedge,04/23/2025 04:03:20,67.1,4.5,33.4,6999,-76,6999,74,75.7,6.1,18,47.8,,,,,,,,,,,
4,SW,Wedge,04/23/2025 04:03:51,67.1,0,33.9,6963,-926,7024,75.3,76.8,-3.2,18.9,48.6,,,,,,,,,,,
5,SW,Wedge,04/23/2025 04:04:08,67.1,-1,34.5,7510,-1456,7650,74.7,75.6,-5.7,19.3,49.4,,,,,,,,,,,
6,SW,Wedge,04/23/2025 04:04:29,67.1,2.3,36.3,7235,-754,7274,74.1,75.4,0.6,20.5,50.9,,,,,,,,,,,
7,SW,Wedge,04/23/2025 04:05:08,67.1,0,36.4,6707,1262,6825,72.3,74.4,4.3,19.6,50.4,,,,,,,,,,,
8,GW,Wedge,04/23/2025 04:06:44,73.8,0.7,35,7286,-964,7349,84.5,86.3,-3.5,23.8,51.6,,,,,,,,,,,
9,GW,Wedge,04/23/2025 04:07:00,73.8,2.3,33.8,6835,-450,6850,84.6,86.7,1.5,22.4,49.8,,,,,,,,,,,
10,GW,Wedge,04/23/2025 04:07:15,78.3,-1.2,34,7733,-506,7750,90,91.9,-4.4,25.4,52,,,,,,,,,,,
11,GW,Wedge,04/23/2025 04:07:32,76.1,-0.8,33.5,6400,-1132,6499,90,93.4,-7.5,24,50.5,,,,,,,,,,,
12,GW,Wedge,04/23/2025 04:08:10,76.1,0.6,33.6,6475,-568,6500,89.7,94,-2.2,24,50.6,,,,,,,,,,,
13,GW,Wedge,04/23/2025 04:09:05,73.8,0,32.5,6997,-1042,7074,86,88.4,-5.2,21.7,48.8,,,,,,,,,,,
14,GW,Wedge,04/23/2025 04:09:23,76.1,-0.2,34.9,7137,-428,7150,88.8,91.4,-2.6,25.5,51.9,,,,,,,,,,,
15,PW,Wedge,04/23/2025 04:10:06,82.8,1.1,30.4,6849,-74,6849,99.4,102.7,1.5,24.7,49.5,,,,,,,,,,,
16,PW,Wedge,04/23/2025 04:10:25,85,-1.1,28.6,8095,-942,8150,101.6,102.8,-6.8,24.5,49.2,,,,,,,,,,,
17,PW,Wedge,04/23/2025 04:11:05,82.8,3.6,32.6,7999,-43,7999,98.1,100.2,6.3,27.8,52.4,,,,,,,,,,,
18,PW,Wedge,04/23/2025 04:11:36,85,0.9,29.7,9650,0,9650,99.7,100.4,1.7,26.2,51.2,,,,,,,,,,,
19,PW,Wedge,04/23/2025 04:12:22,85,2.4,32.7,7475,0,7475,101.2,103,4.4,28.9,52.6,,,,,,,,,,,
20,PW,Wedge,04/23/2025 04:12:58,82.8,2.6,34.6,6297,171,6299,100.4,103.6,6.1,30,53.3,,,,,,,,,,,
21,9i,Iron,04/23/2025 04:14:26,87.2,2,31.4,6036,403,6049,109.8,114.2,7.8,29.6,51.6,,,,,,,,,,,
22,9i,Iron,04/23/2025 04:14:44,91.7,1.9,28,7005,1663,7200,114.4,117.3,16,28.2,50.2,,,,,,,,,,,
