Club Name,Club Speed Mean,Club Speed Std,Ball Speed Mean,Ball Speed Std,Carry Mean,Carry Std,Launch Angle Mean,Launch Angle Std
3h,86.0758377425044,4.754761954387868,116.20238095238095,6.418928638423627,169.0690476190476,13.11582302182649,16.747619047619047,3.113765635278295
3w,88.09874608150471,6.650316089538258,127.74318181818181,9.64295832983046,191.76818181818183,26.956433850923453,20.638636363636365,6.130143036400821
4h,87.66305451518934,8.82622018757377,117.1247191011236,10.717853323504324,170.87415730337077,22.969675553837554,18.046067415730334,5.3096236299265716
5h,86.92208005985783,7.002299252387556,116.0,8.33848639322205,172.34343434343435,18.666314629594066,20.216161616161617,4.809143302470501
5w,87.96918561995598,4.77652314790444,127.55531914893616,6.925958564461439,190.07340425531916,18.760860244645656,21.176595744680853,5.36557507036326
6i,69.76,0.0,87.2,0.0,114.0,5.8889727457341765,22.1,4.618802153517006
8i,62.89142857142857,6.333473046933801,78.61428571428571,7.916841308667252,97.39047619047619,15.665930246857966,27.095238095238095,3.775721696864309
Dr,83.74714204867006,5.091608453820288,129.8080701754386,7.891993103421453,197.6224561403509,21.28666309197424,20.693684210526314,4.925158194341918
