,Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec),ï»¿Shot Number
2134,70.0,3w,FW,06/02/2024 07:33:18,134.2,5.5,23.3,2614,1133,2849,217.5,225.1,65.5,48.3,50.1,92.55172413793105,90.7006896551724,,,6.6,5.5,0.0,15.0,0.0,0.0,0.0,
2135,71.0,3w,FW,06/02/2024 07:33:54,132.0,1.5,25.4,1856,510,1925,227.5,248.8,34.8,49.5,48.2,91.0344827586207,89.21379310344828,,,1.7999999999999998,1.5,0.0,15.0,0.0,0.0,0.0,
2136,72.0,3w,FW,06/02/2024 07:35:41,132.0,-2.8,13.1,2811,279,2825,211.2,231.1,-2.2,26.4,36.9,91.0344827586207,89.21379310344828,,,-3.36,-2.8,0.0,15.0,0.0,0.0,0.0,
2137,73.0,3w,FW,06/02/2024 07:36:32,138.7,-2.9,9.5,2147,-342,2174,217.6,243.1,-29.7,17.8,26.8,95.6551724137931,93.74206896551723,,,-3.48,-2.9,0.0,15.0,0.0,0.0,0.0,
2138,74.0,3w,FW,06/02/2024 07:37:08,140.9,-1.9,18.0,3781,-372,3799,220.8,237.4,-22.9,45.0,48.9,97.17241379310346,95.2289655172414,,,-2.28,-1.9,0.0,15.0,0.0,0.0,0.0,
2139,75.0,3w,FW,06/02/2024 07:37:44,143.2,-0.7,16.8,4632,-405,4650,213.8,228.9,-16.6,43.9,49.5,98.75862068965516,96.78344827586209,,,-0.84,-0.7,0.0,15.0,0.0,0.0,0.0,
2140,76.0,3w,FW,06/02/2024 07:38:42,136.5,5.2,19.3,3796,995,3924,210.7,227.0,51.7,44.2,49.5,94.13793103448276,92.2551724137931,,,6.24,5.2,0.0,15.0,0.0,0.0,0.0,
2141,77.0,3w,FW,06/02/2024 07:39:00,123.0,8.3,17.3,3940,1037,4074,183.9,196.9,52.4,31.4,44.2,84.82758620689656,83.13103448275862,,,9.96,8.3,0.0,15.0,0.0,0.0,0.0,
2142,78.0,3w,FW,06/02/2024 07:39:57,129.7,4.5,26.5,3051,782,3150,200.2,217.2,43.9,52.5,52.8,89.44827586206895,87.65931034482757,,,5.4,4.5,0.0,15.0,0.0,0.0,0.0,
2143,79.0,3w,FW,06/02/2024 07:40:38,138.7,-1.4,15.1,3413,-1143,3599,214.1,232.0,-46.7,34.0,43.6,95.6551724137931,93.74206896551723,,,-1.68,-1.4,0.0,15.0,0.0,0.0,0.0,
2144,80.0,3w,FW,06/02/2024 07:41:03,138.7,0.9,16.3,3085,-303,3100,227.5,246.2,-10.6,38.7,44.8,95.6551724137931,93.74206896551723,,,1.08,0.9,0.0,15.0,0.0,0.0,0.0,
2145,81.0,3h,Hybrid,06/02/2024 07:42:04,120.8,-4.2,15.2,2779,-632,2850,186.6,205.6,-36.8,24.4,36.5,89.48148148148147,87.69185185185184,,,-5.04,-4.2,0.0,19.0,0.0,0.0,0.0,
2146,82.0,3h,Hybrid,06/02/2024 07:42:39,109.6,0.0,17.1,3642,-238,3650,160.3,176.1,-6.3,23.6,39.1,81.18518518518518,79.56148148148147,,,0.0,0.0,0.0,19.0,0.0,0.0,0.0,
2147,83.0,3h,Hybrid,06/02/2024 07:43:25,127.5,7.0,9.7,3807,1650,4149,178.1,184.4,53.7,17.6,32.0,94.44444444444444,92.55555555555556,,,8.4,7.0,0.0,19.0,0.0,0.0,0.0,
2148,84.0,3h,Hybrid,06/02/2024 07:43:50,123.0,10.0,10.1,2424,26,2424,182.5,206.1,35.5,15.1,26.1,91.1111111111111,89.28888888888888,,,12.0,10.0,0.0,19.0,0.0,0.0,0.0,
2149,85.0,3h,Hybrid,06/02/2024 07:44:06,120.8,-6.2,17.4,3588,-1088,3749,181.8,195.1,-49.8,29.7,42.8,89.48148148148147,87.69185185185184,,,-7.439999999999999,-6.2,0.0,19.0,0.0,0.0,0.0,
2150,86.0,3h,Hybrid,06/02/2024 07:44:35,116.3,-3.5,15.8,2942,-1125,3150,171.4,189.9,-42.5,22.5,36.6,86.14814814814814,84.42518518518517,,,-4.2,-3.5,0.0,19.0,0.0,0.0,0.0,
2151,87.0,3h,Hybrid,06/02/2024 07:44:51,107.4,5.0,15.3,2901,-530,2949,154.9,173.9,1.7,18.4,32.9,79.55555555555556,77.96444444444444,,,6.0,5.0,0.0,19.0,0.0,0.0,0.0,
2152,88.0,3h,Hybrid,06/02/2024 07:45:06,120.8,5.3,19.2,89,-178,199,150.7,198.3,31.8,14.1,21.8,89.48148148148147,87.69185185185184,,,6.359999999999999,5.3,0.0,19.0,0.0,0.0,0.0,
2153,89.0,3h,Hybrid,06/02/2024 07:45:21,120.8,4.5,20.2,4306,400,4325,179.6,194.1,23.7,36.5,47.7,89.48148148148147,87.69185185185184,,,5.4,4.5,0.0,19.0,0.0,0.0,0.0,
2196,1.0,3w,FW,06/03/2024 06:23:14,111.8,-2.5,22.2,2488,-424,2524,173.7,192.5,-22.0,31.3,43.2,77.10344827586206,75.56137931034482,,,-3.0,-2.5,0.0,15.0,0.0,0.0,0.0,
2197,2.0,3w,FW,06/03/2024 06:24:44,129.7,0.3,19.9,2490,652,2574,214.9,234.8,30.2,39.0,44.8,89.44827586206895,87.65931034482757,,,0.36,0.3,0.0,15.0,0.0,0.0,0.0,
2198,3.0,3w,FW,06/03/2024 06:25:42,129.7,2.8,26.0,2080,919,2274,213.0,232.9,55.8,48.8,49.9,89.44827586206895,87.65931034482757,,,3.36,2.8,0.0,15.0,0.0,0.0,0.0,
2199,4.0,3w,FW,06/03/2024 06:28:51,136.5,-4.0,19.6,3539,505,3575,211.6,228.4,2.0,44.4,49.1,94.13793103448276,92.2551724137931,,,-4.8,-4.0,0.0,15.0,0.0,0.0,0.0,
2200,5.0,3w,FW,06/03/2024 06:29:26,136.5,-4.4,20.5,3349,18,3349,215.4,232.6,-17.4,46.5,49.5,94.13793103448276,92.2551724137931,,,-5.28,-4.4,0.0,15.0,0.0,0.0,0.0,
2201,6.0,3w,FW,06/03/2024 06:30:24,143.2,-5.9,15.7,3439,-1294,3674,219.6,225.9,-64.6,37.5,45.7,98.75862068965516,96.78344827586209,,,-7.08,-5.9,0.0,15.0,0.0,0.0,0.0,
2202,7.0,3w,FW,06/03/2024 06:30:57,127.5,3.7,28.2,2926,766,3025,197.6,214.4,42.2,55.1,53.9,87.93103448275862,86.17241379310344,,,4.44,3.7,0.0,15.0,0.0,0.0,0.0,
2203,8.0,3w,FW,06/03/2024 06:31:34,129.7,-5.4,18.5,2723,-104,2725,213.6,234.4,-26.6,37.3,44.3,89.44827586206895,87.65931034482757,,,-6.48,-5.4,0.0,15.0,0.0,0.0,0.0,
2204,9.0,3w,FW,06/03/2024 06:32:02,134.2,6.1,26.6,3665,1177,3849,197.3,210.0,58.1,56.2,54.9,92.55172413793105,90.7006896551724,,,7.319999999999999,6.1,0.0,15.0,0.0,0.0,0.0,
2205,10.0,3w,FW,06/03/2024 06:32:32,134.2,-1.7,10.0,4045,1913,4475,189.8,206.2,39.5,21.2,35.9,92.55172413793105,90.7006896551724,,,-2.04,-1.7,0.0,15.0,0.0,0.0,0.0,
2206,11.0,3w,FW,06/03/2024 06:33:16,132.0,4.3,28.1,2485,567,2549,213.9,232.0,43.8,58.6,53.4,91.0344827586207,89.21379310344828,,,5.159999999999999,4.3,0.0,15.0,0.0,0.0,0.0,
2207,12.0,3w,FW,06/03/2024 06:34:17,134.2,-7.2,15.4,4271,-491,4299,201.1,216.6,-41.2,35.1,45.7,92.55172413793105,90.7006896551724,,,-8.64,-7.2,0.0,15.0,0.0,0.0,0.0,
2208,13.0,3w,FW,06/03/2024 06:34:44,127.5,6.7,26.4,2866,1532,3250,184.8,197.3,70.0,48.8,58.1,87.93103448275862,86.17241379310344,,,8.04,6.7,0.0,15.0,0.0,0.0,0.0,
2209,14.0,3w,FW,06/03/2024 06:36:25,129.7,3.8,14.8,4015,1314,4225,191.0,207.4,47.9,29.7,42.5,89.44827586206895,87.65931034482757,,,4.56,3.8,0.0,15.0,0.0,0.0,0.0,
2210,15.0,3w,FW,06/03/2024 06:37:28,138.7,0.9,15.5,3460,-668,3524,217.9,235.5,-20.7,36.7,44.9,95.6551724137931,93.74206896551723,,,1.08,0.9,0.0,15.0,0.0,0.0,0.0,
2211,16.0,3w,FW,06/03/2024 06:38:03,129.7,6.4,19.4,2314,633,2399,214.7,235.5,55.5,36.7,43.4,89.44827586206895,87.65931034482757,,,7.68,6.4,0.0,15.0,0.0,0.0,0.0,
2212,17.0,3w,FW,06/03/2024 06:38:16,132.0,-1.8,6.3,1863,370,1899,178.1,209.1,6.5,8.3,15.4,91.0344827586207,89.21379310344828,,,-2.16,-1.8,0.0,15.0,0.0,0.0,0.0,
2213,18.0,3w,FW,06/03/2024 06:38:47,127.5,10.9,27.7,1861,859,2050,212.2,220.7,84.6,49.7,50.8,87.93103448275862,86.17241379310344,,,13.08,10.9,0.0,15.0,0.0,0.0,0.0,
2214,19.0,3w,FW,06/03/2024 06:39:59,129.7,4.1,22.9,1883,504,1949,225.0,247.0,46.1,43.3,45.6,89.44827586206895,87.65931034482757,,,4.919999999999999,4.1,0.0,15.0,0.0,0.0,0.0,
2215,20.0,3w,FW,06/03/2024 06:40:55,132.0,8.7,18.9,2105,792,2249,214.0,225.2,67.5,35.2,43.3,91.0344827586207,89.21379310344828,,,10.44,8.7,0.0,15.0,0.0,0.0,0.0,
2242,47.0,Dr,Driver,06/03/2024 07:07:36,136.5,0.5,18.0,3883,361,3900,211.6,227.4,14.0,42.6,48.5,88.06451612903226,86.30322580645161,,,0.6,0.5,0.0,10.5,0.0,0.0,0.0,
2243,48.0,Dr,Driver,06/03/2024 07:08:57,134.2,-1.6,18.0,3474,-1033,3624,209.0,226.0,-41.4,39.3,47.1,86.5806451612903,84.8490322580645,,,-1.92,-1.6,0.0,10.5,0.0,0.0,0.0,
2244,49.0,Dr,Driver,06/03/2024 07:09:19,127.5,-7.7,14.3,4321,497,4349,189.1,204.6,-15.2,29.3,42.7,82.25806451612902,80.61290322580645,,,-9.24,-7.7,0.0,10.5,0.0,0.0,0.0,
2245,50.0,Dr,Driver,06/03/2024 07:10:08,127.5,1.9,25.8,2519,529,2574,204.8,222.7,30.2,49.0,50.6,82.25806451612902,80.61290322580645,,,2.28,1.9,0.0,10.5,0.0,0.0,0.0,
2246,51.0,Dr,Driver,06/03/2024 07:10:34,127.5,-4.0,20.0,3415,-489,3450,197.7,214.7,-30.9,39.3,47.4,82.25806451612902,80.61290322580645,,,-4.8,-4.0,0.0,10.5,0.0,0.0,0.0,
2247,52.0,Dr,Driver,06/03/2024 07:11:47,118.6,-10.7,14.5,1232,-211,1250,182.8,212.6,-49.6,16.5,24.8,76.51612903225806,74.9858064516129,,,-12.839999999999998,-10.7,0.0,10.5,0.0,0.0,0.0,
2248,53.0,Dr,Driver,06/03/2024 07:12:12,123.0,-1.8,27.3,304,-218,374,208.1,247.6,-14.7,30.6,34.1,79.35483870967742,77.76774193548387,,,-2.16,-1.8,0.0,10.5,0.0,0.0,0.0,
2249,54.0,Dr,Driver,06/03/2024 07:13:46,120.8,-1.0,19.7,4163,1343,4374,174.9,189.9,27.3,33.7,46.8,77.93548387096774,76.37677419354839,,,-1.2,-1.0,0.0,10.5,0.0,0.0,0.0,
2250,55.0,Dr,Driver,06/03/2024 07:14:24,136.5,-1.1,14.7,1912,-1976,2750,197.0,212.5,-67.7,22.5,33.5,88.06451612903226,86.30322580645161,,,-1.32,-1.1,0.0,10.5,0.0,0.0,0.0,
2251,56.0,Dr,Driver,06/03/2024 07:14:40,132.0,-1.7,12.8,1262,-898,1549,191.8,223.8,-46.8,15.7,23.7,85.16129032258064,83.45806451612903,,,-2.04,-1.7,0.0,10.5,0.0,0.0,0.0,
2252,57.0,Dr,Driver,06/03/2024 07:15:48,129.7,6.6,28.6,2248,347,2275,215.0,234.2,44.6,57.9,52.8,83.6774193548387,82.00387096774193,,,7.919999999999999,6.6,0.0,10.5,0.0,0.0,0.0,
2253,58.0,Dr,Driver,06/03/2024 07:16:08,129.7,1.3,26.9,1886,494,1950,222.5,243.5,34.0,52.1,49.9,83.6774193548387,82.00387096774193,,,1.56,1.3,0.0,10.5,0.0,0.0,0.0,
2254,59.0,Dr,Driver,06/03/2024 07:16:32,125.3,5.7,28.6,1217,522,1324,223.7,248.0,60.8,48.3,47.1,80.83870967741935,79.22193548387095,,,6.84,5.7,0.0,10.5,0.0,0.0,0.0,
2255,60.0,Dr,Driver,06/03/2024 07:17:14,132.0,2.3,23.9,2893,575,2950,209.3,226.6,32.4,49.3,50.7,85.16129032258064,83.45806451612903,,,2.76,2.3,0.0,10.5,0.0,0.0,0.0,
2256,61.0,Dr,Driver,06/03/2024 07:17:45,136.5,-1.7,19.6,3391,240,3399,215.2,231.1,2.0,44.7,48.8,88.06451612903226,86.30322580645161,,,-2.04,-1.7,0.0,10.5,0.0,0.0,0.0,
2257,62.0,Dr,Driver,06/03/2024 07:19:18,127.5,-0.6,26.3,2367,524,2424,210.5,229.4,22.0,51.1,50.8,82.25806451612902,80.61290322580645,,,-0.72,-0.6,0.0,10.5,0.0,0.0,0.0,
2258,63.0,Dr,Driver,06/03/2024 07:19:50,123.0,4.8,26.8,2455,586,2524,199.4,217.7,42.5,48.9,50.9,79.35483870967742,77.76774193548387,,,5.76,4.8,0.0,10.5,0.0,0.0,0.0,
2259,64.0,Dr,Driver,06/03/2024 07:21:32,125.3,2.4,24.7,3996,1290,4199,181.7,196.2,41.0,45.8,52.4,80.83870967741935,79.22193548387095,,,2.88,2.4,0.0,10.5,0.0,0.0,0.0,
2272,77.0,3w,FW,06/03/2024 07:30:14,125.3,2.0,24.9,3442,476,3475,191.0,206.7,22.2,47.6,51.7,86.41379310344827,84.6855172413793,,,2.4,2.0,0.0,15.0,0.0,0.0,0.0,
2273,78.0,3w,FW,06/03/2024 07:30:33,129.7,3.4,16.3,2584,587,2650,208.7,229.2,37.6,30.8,40.3,89.44827586206895,87.65931034482757,,,4.08,3.4,0.0,15.0,0.0,0.0,0.0,
2274,79.0,3w,FW,06/03/2024 07:31:09,136.5,-2.5,8.9,2869,785,2974,203.1,224.4,17.5,18.1,29.8,94.13793103448276,92.2551724137931,,,-3.0,-2.5,0.0,15.0,0.0,0.0,0.0,
2275,80.0,3w,FW,06/03/2024 07:32:01,129.7,7.2,18.9,1730,494,1799,225.7,249.5,59.7,33.8,39.3,89.44827586206895,87.65931034482757,,,8.64,7.2,0.0,15.0,0.0,0.0,0.0,
2276,81.0,3w,FW,06/03/2024 07:33:15,127.5,3.5,16.2,2901,760,2999,199.5,218.2,39.9,29.9,40.8,87.93103448275862,86.17241379310344,,,4.2,3.5,0.0,15.0,0.0,0.0,0.0,
2277,82.0,3w,FW,06/03/2024 07:34:08,132.0,3.2,20.5,3574,-58,3574,204.0,222.3,10.5,43.6,49.1,91.0344827586207,89.21379310344828,,,3.84,3.2,0.0,15.0,0.0,0.0,0.0,
2278,83.0,3w,FW,06/03/2024 07:36:18,129.7,0.7,24.2,2312,420,2350,217.6,237.3,23.4,48.2,49.0,89.44827586206895,87.65931034482757,,,0.84,0.7,0.0,15.0,0.0,0.0,0.0,
2279,84.0,3w,FW,06/03/2024 07:37:12,134.2,5.7,26.4,2069,484,2125,228.0,248.5,52.1,54.9,50.7,92.55172413793105,90.7006896551724,,,6.84,5.7,0.0,15.0,0.0,0.0,0.0,
2280,85.0,3w,FW,06/03/2024 07:37:27,138.7,2.4,15.8,2635,783,2749,225.1,245.1,45.0,34.2,41.9,95.6551724137931,93.74206896551723,,,2.88,2.4,0.0,15.0,0.0,0.0,0.0,
2281,86.0,3w,FW,06/03/2024 07:37:57,129.7,1.2,25.5,3624,59,3624,197.6,213.5,6.6,53.2,53.2,89.44827586206895,87.65931034482757,,,1.44,1.2,0.0,15.0,0.0,0.0,0.0,
2282,87.0,Dr,Driver,06/03/2024 07:40:19,118.6,8.3,27.6,2135,624,2224,193.7,213.0,57.4,45.9,49.5,76.51612903225806,74.9858064516129,,,9.96,8.3,0.0,10.5,0.0,0.0,0.0,
2283,88.0,Dr,Driver,06/03/2024 07:40:37,125.3,2.1,26.6,3202,895,3325,191.0,206.9,36.8,50.1,52.8,80.83870967741935,79.22193548387095,,,2.52,2.1,0.0,10.5,0.0,0.0,0.0,
2284,89.0,Dr,Driver,06/03/2024 07:41:57,129.7,10.5,29.0,1559,218,1574,229.6,251.7,60.6,55.6,50.0,83.6774193548387,82.00387096774193,,,12.6,10.5,0.0,10.5,0.0,0.0,0.0,
2285,90.0,Dr,Driver,06/03/2024 07:42:23,129.7,3.3,23.6,2090,684,2199,217.9,238.1,48.4,44.9,47.4,83.6774193548387,82.00387096774193,,,3.96,3.3,0.0,10.5,0.0,0.0,0.0,
2286,91.0,Dr,Driver,06/03/2024 07:43:09,138.7,0.7,19.6,3297,125,3299,223.0,234.7,7.7,47.0,49.2,89.48387096774192,87.69419354838708,,,0.84,0.7,0.0,10.5,0.0,0.0,0.0,
2287,92.0,Dr,Driver,06/03/2024 07:44:37,125.3,7.5,28.2,1675,286,1699,219.6,241.4,49.0,51.9,49.5,80.83870967741935,79.22193548387095,,,9.0,7.5,0.0,10.5,0.0,0.0,0.0,
2292,5.0,6i,Iron,06/06/2024 07:32:44,87.2,2.1,18.1,4724,1298,4899,108.9,122.6,16.5,14.4,34.5,69.76,68.3648,,,2.52,2.1,0.0,31.0,0.0,0.0,0.0,
2293,6.0,6i,Iron,06/06/2024 07:33:07,87.2,2.7,26.1,2968,194,2974,119.1,134.1,9.5,22.4,42.3,69.76,68.3648,,,3.24,2.7,0.0,31.0,0.0,0.0,0.0,
2294,7.0,Dr,Driver,06/06/2024 07:33:45,125.3,4.5,25.5,5825,2048,6175,167.0,178.2,48.8,46.8,54.4,80.83870967741935,79.22193548387095,,,5.4,4.5,0.0,10.5,0.0,0.0,0.0,
2295,8.0,Dr,Driver,06/06/2024 07:34:03,120.8,7.0,24.2,4972,1972,5349,168.2,172.6,54.6,42.1,52.6,77.93548387096774,76.37677419354839,,,8.4,7.0,0.0,10.5,0.0,0.0,0.0,
2296,9.0,Dr,Driver,06/06/2024 07:34:34,125.3,2.4,18.7,1872,-543,1949,209.2,232.1,-17.1,30.9,38.8,80.83870967741935,79.22193548387095,,,2.88,2.4,0.0,10.5,0.0,0.0,0.0,
2297,10.0,Dr,Driver,06/06/2024 07:35:11,116.3,0.8,23.1,3766,1013,3900,171.4,186.3,27.0,37.2,48.7,75.03225806451613,73.5316129032258,,,0.96,0.8,0.0,10.5,0.0,0.0,0.0,
2298,11.0,Dr,Driver,06/06/2024 07:35:28,129.7,1.6,19.1,4426,656,4474,193.9,208.5,23.1,40.7,48.9,83.6774193548387,82.00387096774193,,,1.92,1.6,0.0,10.5,0.0,0.0,0.0,
2299,12.0,Dr,Driver,06/06/2024 07:36:28,116.3,9.5,25.8,3877,2182,4449,163.6,169.8,70.5,39.2,51.7,75.03225806451613,73.5316129032258,,,11.4,9.5,0.0,10.5,0.0,0.0,0.0,
2300,13.0,Dr,Driver,06/06/2024 07:36:47,120.8,2.3,24.0,5976,2799,6599,160.9,170.7,48.2,40.7,53.1,77.93548387096774,76.37677419354839,,,2.76,2.3,0.0,10.5,0.0,0.0,0.0,
2301,14.0,Dr,Driver,06/06/2024 07:37:17,129.7,0.4,20.4,1912,-804,2074,217.3,239.1,-39.2,36.5,42.5,83.6774193548387,82.00387096774193,,,0.48,0.4,0.0,10.5,0.0,0.0,0.0,
2302,15.0,Dr,Driver,06/06/2024 07:38:10,109.6,14.6,31.2,3084,1856,3599,151.8,162.0,78.1,43.2,58.0,70.70967741935483,69.29548387096773,,,17.52,14.6,0.0,10.5,0.0,0.0,0.0,
2303,16.0,Dr,Driver,06/06/2024 07:38:28,116.3,6.4,29.8,2787,1412,3124,173.3,179.3,56.9,46.9,53.3,75.03225806451613,73.5316129032258,,,7.68,6.4,0.0,10.5,0.0,0.0,0.0,
2304,17.0,Dr,Driver,06/06/2024 07:38:55,123.0,3.2,23.0,5793,2778,6425,164.0,172.5,51.5,39.9,52.5,79.35483870967742,77.76774193548387,,,3.84,3.2,0.0,10.5,0.0,0.0,0.0,
2305,18.0,Dr,Driver,06/06/2024 07:39:30,129.7,5.1,9.1,3946,1946,4400,176.7,183.1,52.7,16.9,31.6,83.6774193548387,82.00387096774193,,,6.119999999999999,5.1,0.0,10.5,0.0,0.0,0.0,
2306,19.0,Dr,Driver,06/06/2024 07:40:05,118.6,7.7,21.7,7564,3593,8374,154.4,158.0,59.2,36.5,52.0,76.51612903225806,74.9858064516129,,,9.24,7.7,0.0,10.5,0.0,0.0,0.0,
2307,20.0,Dr,Driver,06/06/2024 07:40:41,120.8,6.1,23.9,137,-266,299,185.4,228.3,26.3,22.8,28.8,77.93548387096774,76.37677419354839,,,7.319999999999999,6.1,0.0,10.5,0.0,0.0,0.0,
2308,21.0,Dr,Driver,06/06/2024 07:41:19,123.0,3.5,18.5,6339,1923,6624,168.8,180.1,41.4,34.8,49.1,79.35483870967742,77.76774193548387,,,4.2,3.5,0.0,10.5,0.0,0.0,0.0,
2309,22.0,Dr,Driver,06/06/2024 07:41:36,123.0,-4.5,22.9,5460,2235,5900,169.2,181.2,25.1,41.4,52.4,79.35483870967742,77.76774193548387,,,-5.4,-4.5,0.0,10.5,0.0,0.0,0.0,
2310,23.0,Dr,Driver,06/06/2024 07:42:01,127.5,4.6,21.6,5701,2434,6199,174.0,178.3,53.5,41.6,52.3,82.25806451612902,80.61290322580645,,,5.52,4.6,0.0,10.5,0.0,0.0,0.0,
2311,24.0,Dr,Driver,06/06/2024 07:42:20,127.5,-1.2,23.1,3733,937,3849,192.7,209.0,23.6,45.8,51.3,82.25806451612902,80.61290322580645,,,-1.44,-1.2,0.0,10.5,0.0,0.0,0.0,
2312,25.0,Dr,Driver,06/06/2024 07:42:57,120.8,6.0,26.0,3438,1557,3774,175.4,180.8,54.9,43.3,51.8,77.93548387096774,76.37677419354839,,,7.199999999999999,6.0,0.0,10.5,0.0,0.0,0.0,
2313,26.0,Dr,Driver,06/06/2024 07:43:45,127.5,1.2,22.5,4769,1227,4924,182.4,195.9,32.1,44.4,52.0,82.25806451612902,80.61290322580645,,,1.44,1.2,0.0,10.5,0.0,0.0,0.0,
2314,27.0,Dr,Driver,06/06/2024 07:44:01,114.1,8.8,27.1,6678,4538,8074,145.1,149.3,70.2,39.4,55.4,73.61290322580645,72.14064516129032,,,10.56,8.8,0.0,10.5,0.0,0.0,0.0,
2315,28.0,3w,FW,06/06/2024 07:45:09,120.8,13.5,24.4,5289,4847,7174,157.5,161.7,92.9,36.4,54.2,83.3103448275862,81.64413793103448,,,16.2,13.5,0.0,15.0,0.0,0.0,0.0,
2316,29.0,3w,FW,06/06/2024 07:45:34,118.6,8.3,25.7,5302,3114,6149,159.5,165.0,70.8,41.2,54.0,81.79310344827586,80.15724137931034,,,9.96,8.3,0.0,15.0,0.0,0.0,0.0,
2317,30.0,3w,FW,06/06/2024 07:45:50,132.0,-1.4,16.7,5098,2919,5875,180.6,193.5,50.5,32.8,47.2,91.0344827586207,89.21379310344828,,,-1.68,-1.4,0.0,15.0,0.0,0.0,0.0,
2318,31.0,3w,FW,06/06/2024 07:46:07,107.4,6.3,21.9,2559,-584,2625,164.9,183.5,3.4,28.7,42.1,74.06896551724138,72.58758620689655,,,7.56,6.3,0.0,15.0,0.0,0.0,0.0,
2319,32.0,3w,FW,06/06/2024 07:46:32,127.5,4.2,21.6,5690,2703,6299,173.1,177.3,55.7,41.0,52.3,87.93103448275862,86.17241379310344,,,5.04,4.2,0.0,15.0,0.0,0.0,0.0,
2320,33.0,3w,FW,06/06/2024 07:46:56,127.5,3.1,19.7,3742,1339,3974,191.7,207.4,48.6,38.1,47.7,87.93103448275862,86.17241379310344,,,3.72,3.1,0.0,15.0,0.0,0.0,0.0,
2321,34.0,3w,FW,06/06/2024 07:47:25,127.5,6.8,20.6,4176,1606,4474,184.9,190.4,57.8,39.2,49.4,87.93103448275862,86.17241379310344,,,8.16,6.8,0.0,15.0,0.0,0.0,0.0,
2322,35.0,3w,FW,06/06/2024 07:48:09,116.3,-3.3,16.9,3743,1478,4024,166.4,181.8,21.4,25.3,40.8,80.20689655172414,78.60275862068966,,,-3.96,-3.3,0.0,15.0,0.0,0.0,0.0,
2323,36.0,3w,FW,06/06/2024 07:49:41,125.3,8.9,22.5,4734,2597,5400,166.5,177.5,74.4,39.9,55.6,86.41379310344827,84.6855172413793,,,10.68,8.9,0.0,15.0,0.0,0.0,0.0,
2324,37.0,Dr,Driver,06/06/2024 07:50:12,134.2,-0.5,17.3,2968,976,3124,214.8,233.0,35.6,36.7,44.6,86.5806451612903,84.8490322580645,,,-0.6,-0.5,0.0,10.5,0.0,0.0,0.0,
2325,38.0,Dr,Driver,06/06/2024 07:51:04,118.6,8.7,27.4,2944,1314,3224,176.9,183.0,62.1,44.3,51.8,76.51612903225806,74.9858064516129,,,10.44,8.7,0.0,10.5,0.0,0.0,0.0,
2326,39.0,Dr,Driver,06/06/2024 07:51:37,132.0,0.3,18.9,5286,2197,5724,183.2,196.0,45.4,38.8,50.1,85.16129032258064,83.45806451612903,,,0.36,0.3,0.0,10.5,0.0,0.0,0.0,
2327,40.0,Dr,Driver,06/06/2024 07:52:11,120.8,0.4,22.3,6184,3278,6999,160.8,171.6,47.8,37.9,52.0,77.93548387096774,76.37677419354839,,,0.48,0.4,0.0,10.5,0.0,0.0,0.0,
2328,41.0,Dr,Driver,06/06/2024 07:52:40,127.5,-2.9,25.1,4499,1672,4800,179.6,193.0,28.5,47.9,53.6,82.25806451612902,80.61290322580645,,,-3.48,-2.9,0.0,10.5,0.0,0.0,0.0,
2329,42.0,Dr,Driver,06/06/2024 07:53:00,132.0,3.8,20.5,6398,2899,7024,176.3,180.1,55.6,42.2,52.9,85.16129032258064,83.45806451612903,,,4.56,3.8,0.0,10.5,0.0,0.0,0.0,
2330,43.0,Dr,Driver,06/06/2024 07:53:44,120.8,-2.3,20.8,5089,2083,5499,167.7,180.6,30.3,35.5,49.2,77.93548387096774,76.37677419354839,,,-2.76,-2.3,0.0,10.5,0.0,0.0,0.0,
2331,44.0,Dr,Driver,06/06/2024 07:54:06,125.3,-13.7,8.8,2248,85,2250,183.3,208.7,-46.9,13.1,23.1,80.83870967741935,79.22193548387095,,,-16.439999999999998,-13.7,0.0,10.5,0.0,0.0,0.0,
2332,45.0,Dr,Driver,06/06/2024 07:54:26,123.0,-7.9,23.7,3005,346,3025,191.3,208.5,-17.0,42.6,49.0,79.35483870967742,77.76774193548387,,,-9.48,-7.9,0.0,10.5,0.0,0.0,0.0,
2333,46.0,Dr,Driver,06/06/2024 07:54:52,127.5,6.8,29.1,3675,1303,3899,183.3,188.5,55.4,55.4,55.4,82.25806451612902,80.61290322580645,,,8.16,6.8,0.0,10.5,0.0,0.0,0.0,
2334,47.0,Dr,Driver,06/06/2024 07:55:10,125.3,5.8,29.0,6171,2796,6775,159.5,163.3,55.2,51.9,57.4,80.83870967741935,79.22193548387095,,,6.96,5.8,0.0,10.5,0.0,0.0,0.0,
